カード種別	カード名	星	イベント名	選択肢1	結果1	選択肢2	結果2	選択肢3	結果3	選択肢4	結果4	選択肢5	結果5
育成ウマ娘	マルゼンスキー	星3	臨むところよ	選択肢なし	スピード+5 根性+5								
育成ウマ娘	マルゼンスキー	星3	まさかの油断！？	選択肢なし	体力+15 根性-5 やる気ダウン 『なまけ癖』獲得								
育成ウマ娘	マルゼンスキー	星3	最高のイケイケスポット	選択肢なし	5種ステータスを+5 スキルPt+20								
育成ウマ娘	マルゼンスキー	星3	マルゼンスキー登場！	選択肢なし	スキルPt+120								
育成ウマ娘	マルゼンスキー	星3	乙名史記者の悦楽取材	選択肢なし	体力-15 ランダム能力+5 スキルPt+35 やる気アップ ファン+500 乙名史記者の絆ゲージ+15 『晴れの日◯』のヒントLv+1(ランダム)								
育成ウマ娘	マルゼンスキー	星3	武者震い	選択肢なし	根性+5								
育成ウマ娘	マルゼンスキー	星3	名指導	選択肢なし	スピード+10 ランダムで『練習上手◯』取得								
育成ウマ娘	マルゼンスキー	星3	デビュー戦の後に	1位(レースって最高！)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マルゼンスキー	星3	スプリングSの後に	1位(いつもと違う想い)	5種ステータスからランダムに4種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに4種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに4種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マルゼンスキー	星3	朝日杯FSの後に	1位	5種ステータスを+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(楽しんだ横で)	5種ステータスを+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マルゼンスキー	星3	皐月賞の後に	1位(すべてのウマ娘のあこがれ)	5種ステータスを+3 スキルPt+40 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+40 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+40 秋川理事長の絆ゲージ+4				
育成ウマ娘	マルゼンスキー	星3	日本ダービーの後に	1位	5種ステータスを+3 スキルPt+40 秋川理事長の絆ゲージ+4	2位(魅力を伝える舞台)	5種ステータスを+2 スキルPt+40 秋川理事長の絆ゲージ+4	3位以下(魅力を伝える舞台)	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マルゼンスキー	星3	有馬記念の後に	1位	5種ステータスを+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(最高の手ごたえ)	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マルゼンスキー	星3	大阪杯の後に	1位(遥かに高い走り)	5種ステータスを+3 スキルPt+40 秋川理事長の絆ゲージ+4								
育成ウマ娘	マルゼンスキー	星3	安田記念の後に	1位(走りたくなるレース)	5種ステータスを+3 スキルPt+40 秋川理事長の絆ゲージ+4								
育成ウマ娘	マルゼンスキー	星3	天皇賞（秋）の後に	1位(ゴールはまだ先)	5種ステータスを+3 スキルPt+40 秋川理事長の絆ゲージ+4								
育成ウマ娘	マルゼンスキー	星3	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	マルゼンスキー	星3	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	マルゼンスキー	星3	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	マルゼンスキー	星3	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	マルゼンスキー	星3	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	マルゼンスキー	星3	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	マルゼンスキー	星3	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	マルゼンスキー	星3	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	マルゼンスキー	星3	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	オグリキャップ	星3	ぬいぐるみよりもずっと	本物が1番だ	根性+20 ランダムで『注目株』になる	ぬいぐるみは応援の形だ	スタミナ+20 ランダムで『注目株』になる						
育成ウマ娘	オグリキャップ	星3	オグリの大食い選手権	思いっきり戦ってこい！	体力+30 パワー+10 スキルPt+10	ほどほどにセーブしてほしい	体力+10 パワー+5 スキルPt+5						
育成ウマ娘	オグリキャップ	星3	気になる隣の晩ご飯！	急いで帰ってご飯を食べよう	スピード+10	何か食べて帰るか？	根性+10						
育成ウマ娘	オグリキャップ	星3	オグリは森の案内ウマ娘？	いつも助けられてるよ	スピード+20	これからも頼りにしてる	パワー+20						
育成ウマ娘	オグリキャップ	星3	畑でビルドアップ	雑草を抜いてしまおう	根性+10	畑を耕そう	パワー+10						
育成ウマ娘	オグリキャップ	星3	レースとグルメで満腹に	早めに行って観戦場所を確保しよう	体力+10 スキルPt+15	レースもグルメも楽しもう！	『中山レース場◯』のヒントLv+1						
育成ウマ娘	オグリキャップ	星3	食いしん坊は伊達じゃない	食事は適量が一番	体力+10 スキルPt+5	腹が減っては力が出ない！	体力+30 スキルPt+10 ランダムでスピード-5 パワー+5 『太り気味』になる						
育成ウマ娘	オグリキャップ	星3	託された想い	俺の想いも一緒だ！	スタミナ+10 パワー+10	みんなと一緒に勝とう！	賢さ+20						
育成ウマ娘	オグリキャップ	星3	オグリ、決意する	よし、一緒に考えよう！	スピード+5 賢さ+5	ときには荒療治も必要だ！	パワー+5 根性+5						
育成ウマ娘	オグリキャップ	星3	迷いウマ娘	物産展へ行ってみよう	スピード+10	くまなく探そう	根性+10						
育成ウマ娘	オグリキャップ	星3	高みのライバル	走り方が似ているな	スピード+5 スタミナ+5	同着だな	パワー+5 賢さ+5						
育成ウマ娘	オグリキャップ	星3	追加の自主トレ	その覚悟、受け取った！	体力-5 直前のトレーニングに応じたステータスを+5 秋川理事長の絆ゲージ+5	他人のペースに乱されるな	体力+5						
育成ウマ娘	オグリキャップ	星3	ダンスレッスン	力強いステップがよかった	パワー+10	流れるような動きがよかった	スピード+10						
育成ウマ娘	オグリキャップ	星3	新年の抱負	ジムで鍛えよう！	パワー+10	たくさん食べて健康な1年にしよう！	体力+20	得意なことを増やそう！	スキルPt+20				
育成ウマ娘	オグリキャップ	星3	初詣	健康祈願で『無事是名ウマ娘！』	体力+30	最強を目指して『怪物になる！』	5種ステータスを+5	出来ることを増やす『技術を習得！』	スキルPt+35				
育成ウマ娘	オグリキャップ	星3	夏合宿（2年目）にて	さらにパワーをつけよう！	パワー+10	気持ちで負けないようにしよう！	根性+10						
育成ウマ娘	オグリキャップ	星3	レース勝利！	今日はご馳走だな！	体力-15 根性+8 スキルPt+35	次も全力で頑張ろう	体力-5 ランダムなステータス1つを+5~8 スキルPt+33~38						
育成ウマ娘	オグリキャップ	星3	レース入着	焦る必要はないさ	体力-20 スタミナ+5 スキルPt+35	協力は惜しまないぞ！	体力-30 パワー+6 スキルPt+38						
育成ウマ娘	オグリキャップ	星3	レース敗北	次は期待しているぞ！	体力-25 賢さ+3 スキルPt+20	早速トレーニングだ！	体力-35 スキルPt+11						
育成ウマ娘	オグリキャップ	星3	オグリのどきどきトレーニング	選択肢なし	やる気アップ 5種ステータス+5 スキルPt+30 ランダムで『切れ者』取得								
育成ウマ娘	オグリキャップ	星3	大河の器	選択肢なし	パワー+5								
育成ウマ娘	オグリキャップ	星3	注目ウマ娘、集結	選択肢なし	スタミナ+5								
育成ウマ娘	オグリキャップ	星3	だから、勝つ	選択肢なし	パワー+5								
育成ウマ娘	オグリキャップ	星3	メディア各社に告ぐ	選択肢なし	根性+5								
育成ウマ娘	オグリキャップ	星3	ふたりの進む、その"先"へ	選択肢なし	スピード+5								
育成ウマ娘	オグリキャップ	星3	もふもふオグリ	選択肢なし	体力+15 やる気ダウン 根性-5 ランダムで『なまけ癖』になる								
育成ウマ娘	オグリキャップ	星3	目標達成の後に・拍動、強く	選択肢なし	5種ステータスを+3 スキルPt+20 秋川理事長の絆ゲージ+4								
育成ウマ娘	オグリキャップ	星3	目標達成の後に・オグリン！？	選択肢なし	5種ステータスを+3 スキルPt+20 秋川理事長の絆ゲージ+6								
育成ウマ娘	オグリキャップ	星3	名指導	選択肢なし	パワー+10 ランダムで『練習上手◯』になる								
育成ウマ娘	オグリキャップ	星3	武者震い	選択肢なし	スピード+5								
育成ウマ娘	オグリキャップ	星3	NHKマイルCの後に	3位(次は頂点へ)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+6	4位(次は頂点へ)	5種ステータスを+1 スキルPt+38 秋川理事長の絆ゲージ+6						
育成ウマ娘	オグリキャップ	星3	マイルCSの後に	2位(風は冷え心は熱く)	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+6	3位(風は冷え心は熱く)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+6						
